cell_id,class,model,delta_closing_circularity_ae,delta_null_circularity_ae,delta_specific_circularity_ae,delta_closing_perimeter_ae,delta_null_perimeter_ae,delta_specific_perimeter_ae,delta_closing_nc_ae,delta_null_nc_ae,delta_specific_nc_ae,delta_closing_area_ae,delta_null_area_ae,delta_specific_area_ae,delta_closing_nucleus_dice,delta_null_nucleus_dice,delta_specific_nucleus_dice,delta_closing_foreground_dice,delta_null_foreground_dice,delta_specific_foreground_dice,closing_benefit_circularity_ae,null_benefit_circularity_ae,raw_circularity_signed_bias,roundness_group,raw_invalid_rate,closing_invalid_rate,null_invalid_rate
148848523-148848559-002,moderate_dysplastic,nc_aware_lambda_0p10,0.0,0.0,0.0,0.0,0.0,0.0,0.005530216412334976,-0.0452699858979837,0.050800202310318676,0.0,0.0,0.0,0.0,0.0,0.0,9.824310837491801e-05,0.00030089363326646357,-0.00020265052489154556,0.0,0.0,-0.03796019309218557,under_circular,0.0,0.0,0.0
148881870-148882178-002,light_dysplastic,nc_aware_lambda_0p10,-0.0007510415224387668,-0.007067842210294661,0.006316800687855895,-2.3431458473205566,-1.999999761581421,-0.34314608573913574,0.005352835415986856,-0.07997989292675123,0.08533272834273808,4.0,-24.0,28.0,-0.0007092094834562079,0.0042804040500025176,-0.0049896135334587255,-0.0008490675432131223,0.004285766092428811,-0.005134833635641933,0.0007510415224387668,0.007067842210294661,-0.0035537441901301037,under_circular,0.0,0.0,0.0
148882307-148882323-001,light_dysplastic,nc_aware_lambda_0p10,0.15617382279652237,0.02430228312783589,0.13187153966868648,20.80404233932495,1.3898292779922485,19.414213061332703,0.005761569823534873,-0.0217051451313236,0.027466714954858473,18.0,-60.0,78.0,-0.0019155395125393104,-0.006956538671193724,0.005040999158654413,-0.0015585157141287942,0.0006388666392445064,-0.0021973823533733006,-0.15617382279652237,-0.02430228312783589,0.0006100227091673238,over_circular,0.0,0.0,0.0
148882535-148882616-001,light_dysplastic,nc_aware_lambda_0p10,-0.05297609104776535,-0.0011018957670407836,-0.05187419528072457,-50.620275139808655,-16.051735401153564,-34.56853973865509,0.008622092044517138,-0.03305593640392829,0.041678028448445426,101.0,-399.0,500.0,-0.0015837128608772177,0.014561089639034575,-0.016144802499911792,-0.004633953477572783,0.015156038091450164,-0.019789991569022947,0.05297609104776535,0.0011018957670407836,-0.2698753267607379,under_circular,0.0,0.0,0.0
148882671-148882687-001,light_dysplastic,nc_aware_lambda_0p10,-0.07051134230673739,-0.025032600570927488,-0.0454787417358099,-29.77460503578186,-18.762413024902344,-11.012192010879517,0.006375792950680803,-0.03255418019684175,0.038929973147522556,47.0,-246.0,293.0,-0.0029881713821985345,0.014793863649792183,-0.017782035031990717,-0.0025495205176788716,0.012614391352749998,-0.01516391187042887,0.07051134230673739,0.025032600570927488,-0.2904636705585457,under_circular,0.0,0.0,0.0
149011613-149011656-001,light_dysplastic,nc_aware_lambda_0p10,-0.0977817194976065,-0.021921162577296704,-0.0758605569203098,-15.046683192253113,-5.531964302062988,-9.514718890190125,-0.0010607530782346941,0.003221463413303746,-0.00428221649153844,-33.0,99.0,-132.0,0.0017915487279415165,-0.00479395658477888,0.006585505312720397,0.0009080272186570149,-0.0023892035316301907,0.0032972307502872056,0.0977817194976065,0.021921162577296704,-0.12148459980972903,under_circular,0.0,0.0,0.0
149013033-149013072-001,moderate_dysplastic,nc_aware_lambda_0p10,-0.0036800051050769333,0.0010176789558123955,-0.004697684060889329,-1.1715730428695679,-1.171573281288147,2.384185791015625e-07,0.000377040183964672,-0.01122999955064885,0.011607039734613522,2.0,-4.0,6.0,-0.00018561022170471286,-0.00165341585626666,0.0014678056345619472,-2.1870647611499372e-05,0.0006642515501368296,-0.0006861221977483289,0.0036800051050769333,-0.0010176789558123955,-0.016706845275994864,under_circular,0.0,0.0,0.0
149014929-149014984-001,moderate_dysplastic,nc_aware_lambda_0p10,0.0,0.0,0.0,-0.5857864618301392,-0.8284274339675903,0.24264097213745117,0.0004675676153691466,-0.006522723058112745,0.0069902906734818915,0.0,0.0,0.0,-0.00011739527947629558,0.0004118575339406849,-0.0005292528134169805,-0.00012146788898759198,0.0005271964921886862,-0.0006486643811762782,0.0,0.0,-0.0669359248728838,under_circular,0.0,0.0,0.0
149014929-149015008-003,moderate_dysplastic,nc_aware_lambda_0p10,-0.01944128331753503,0.002065612670119399,-0.02150689598765443,-5.2720787525177,-4.301515817642212,-0.9705629348754883,0.016952450060206514,-0.03999411398339592,0.05694656404360243,24.0,-58.0,82.0,-0.0023938443261759534,0.005849402941461523,-0.008243247267637477,-0.003239147714350299,0.007810017908290945,-0.011049165622641244,0.01944128331753503,-0.002065612670119399,-0.24968766519303132,under_circular,0.0,0.0,0.0
149014929-149015022-001,light_dysplastic,nc_aware_lambda_0p10,0.0397560543687665,0.016886968024746762,0.02286908634401974,-8.502526879310608,-2.7451668977737427,-5.757359981536865,0.002029346218226702,-0.017884403202966637,0.01991374942119334,17.0,-134.0,151.0,2.342401849741993e-05,0.003359366838081246,-0.003335942819583826,-3.513362460494385e-05,0.0022401689025934868,-0.0022753025271984306,-0.0397560543687665,-0.016886968024746762,-0.015993050610335957,under_circular,0.0,0.0,0.0
