split,cell_id,class,seed,model,degradation,severity,clean_foreground_dice,degraded_foreground_dice,delta_foreground_dice,clean_nucleus_dice,degraded_nucleus_dice,delta_nucleus_dice,clean_cytoplasm_dice,degraded_cytoplasm_dice,delta_cytoplasm_dice,clean_nc_absolute_error,degraded_nc_absolute_error,delta_nc_absolute_error,clean_circularity_absolute_error,degraded_circularity_absolute_error,delta_circularity_absolute_error,clean_nucleus_area_absolute_error,degraded_nucleus_area_absolute_error,delta_nucleus_area_absolute_error,clean_cytoplasm_area_absolute_error,degraded_cytoplasm_area_absolute_error,delta_cytoplasm_area_absolute_error
calibration,157185527-157185540-003,normal_columnar,20260803,baseline,gaussian_noise,20,0.8598355076426094,0.706578587006774,-0.1532569206358354,0.9393468118195957,0.6914309835373575,-0.24791582828223813,0.7803242034656233,0.7217261904761905,-0.05859801298943279,0.1298874287240921,0.6336432969772434,0.5037558682531513,0.056813216175549464,0.5183999288766187,0.4615867127010692,119,727,608,388,842,454
calibration,157185527-157185540-003,normal_columnar,20260803,baseline,gaussian_noise,30,0.8598355076426094,0.44798107136365034,-0.41185443627895907,0.9393468118195957,0.23033067274800456,-0.7090161390715911,0.7803242034656233,0.6656314699792961,-0.11469273348632714,0.1298874287240921,0.8797440215746928,0.7498565928506007,0.056813216175549464,0.6133492817206574,0.5565360655451079,119,1342,1223,388,674,286
calibration,157185781-157185814-002,normal_columnar,20260803,baseline,gaussian_blur,1,0.5735363341389077,0.5692591189960914,-0.004277215142816315,0.5957167257916174,0.5920417482061318,-0.003674977585485628,0.5513559424861979,0.546476489786051,-0.004879452700146891,0.06584741972680425,0.0679682381241854,0.0021208183973811523,0.0974566632233112,0.07860799409241126,-0.018848669130899942,3061,3115,54,5589,5652,63
calibration,157185781-157185814-002,normal_columnar,20260803,baseline,gaussian_blur,2,0.5735363341389077,0.5633692250570201,-0.01016710908188756,0.5957167257916174,0.5882352941176471,-0.007481431673970307,0.5513559424861979,0.5385031559963932,-0.012852786489804702,0.06584741972680425,0.07036178380689162,0.004514364080087374,0.0974566632233112,0.042737952772397336,-0.054718710450913866,3061,3185,124,5589,5741,152
calibration,157185781-157185814-002,normal_columnar,20260803,baseline,gaussian_blur,3,0.5735363341389077,0.5553222235600405,-0.018214110578867237,0.5957167257916174,0.5818414322250639,-0.013875293566553482,0.5513559424861979,0.528803014895017,-0.022552927591180882,0.06584741972680425,0.07435309913111243,0.008505679404308186,0.0974566632233112,0.006673694209980541,-0.09078296901333066,3061,3270,209,5589,5823,234
calibration,157185781-157185814-002,normal_columnar,20260803,baseline,gaussian_noise,10,0.5735363341389077,0.5850087415412184,0.011472407402310703,0.5957167257916174,0.613435072898215,0.017718347106597587,0.5513559424861979,0.5565824101842218,0.005226467698023929,0.06584741972680425,0.04726728995553653,-0.018580129771267717,0.0974566632233112,0.10266103032389395,0.005204367100582752,3061,2789,-272,5589,5445,-144
calibration,157185781-157185814-002,normal_columnar,20260803,baseline,gaussian_noise,20,0.5735363341389077,0.6026278123375086,0.029091478198600917,0.5957167257916174,0.640138908985675,0.04442218319405766,0.5513559424861979,0.5651167156893423,0.013760773203144394,0.06584741972680425,0.0225212037051305,-0.04332621602167375,0.0974566632233112,0.1861778222839548,0.0887211590606436,3061,2361,-700,5589,5085,-504
calibration,157185781-157185814-002,normal_columnar,20260803,baseline,gaussian_noise,30,0.5735363341389077,0.6000471831349301,0.026510848996022407,0.5957167257916174,0.6925848663000189,0.09686814050840153,0.5513559424861979,0.5075094999698414,-0.0438464425163565,0.06584741972680425,0.1483474075897218,0.08249998786291757,0.0974566632233112,0.17301832653541455,0.07556166331210334,3061,723,-2338,5589,5685,96
calibration,157222534-157222579-001,normal_intermediate,20260803,baseline,gaussian_blur,1,0.9143209221299746,0.9155630639943764,0.0012421418644017468,0.8771060455896927,0.8804347826086957,0.0033287370190029364,0.9515357986702566,0.9506913453800571,-0.0008444532901995538,0.005693791802682615,0.005631905218870557,-6.18865838120583e-05,0.19501747092261934,0.19031522194173722,-0.004702248980882118,236,230,-6,4028,4186,158
calibration,157222534-157222579-001,normal_intermediate,20260803,baseline,gaussian_blur,2,0.9143209221299746,0.9219666007704397,0.007645678640465059,0.8771060455896927,0.8944820909970959,0.017376045407403118,0.9515357986702566,0.9494511105437835,-0.002084688126473111,0.005693791802682615,0.0049859325816916655,-0.0007078592209909494,0.19501747092261934,0.16411017623147428,-0.03090729469114506,236,188,-48,4028,4510,482
